road_sheet,road_name_norm,station_km,asset,type_raw,length_m,depth_m,diameter_raw,easting,northing,spans,section_no,station_km_in_section
Atsbi_Edagahamus,Atsbi-Edagahamus,17.2,culvert,I,,,1Ø0.9,577610,1548591,,1,17.2
Atsbi_Edagahamus,Atsbi-Edagahamus,17.7,other,M,,,,577373,1548957,,2,0.3999999999999986
Atsbi_Edagahamus,Atsbi-Edagahamus,18.1,culvert,I,,,1Ø1.2,577105,1549299,,2,0.8000000000000007
Atsbi_Edagahamus,Atsbi-Edagahamus,18.9,other,M,,,,577006,1549871,,2,1.5999999999999979
Atsbi_Edagahamus,Atsbi-Edagahamus,19.6,culvert,I,,,1Ø0.9,577261,1550438,,2,2.3000000000000007
Atsbi_Edagahamus,Atsbi-Edagahamus,19.9,culvert,I,,,1Ø1.10,577393,1550695,,2,2.599999999999998
Atsbi_Edagahamus,Atsbi-Edagahamus,20.3,culvert,I,,,1Ø1.10,577649,1551083,,2,3.0
Atsbi_Edagahamus,Atsbi-Edagahamus,21.0,culvert,I,,,1Ø1.10,577867,1551675,,2,3.6999999999999993
Atsbi_Edagahamus,Atsbi-Edagahamus,21.7,culvert,I,,,1Ø1.0,578411,1551964,,2,4.399999999999999
Atsbi_Edagahamus,Atsbi-Edagahamus,22.4,bridge,A,5.7,,,578700,1552586,1.0,2,5.099999999999998
Atsbi_Edagahamus,Atsbi-Edagahamus,23.9,culvert,I,,,1Ø1.0,578808,1553350,,2,6.599999999999998
Atsbi_Edagahamus,Atsbi-Edagahamus,24.0,culvert,I,,,1Ø1.10,578933,1553371,,2,6.699999999999999
Atsbi_Edagahamus,Atsbi-Edagahamus,24.2,culvert,I,,,1Ø0.9,578972,1553420,,2,6.899999999999999
Atsbi_Edagahamus,Atsbi-Edagahamus,24.5,culvert,I,,,1Ø0.9,578690,1553427,,2,7.199999999999999
Atsbi_Edagahamus,Atsbi-Edagahamus,29.6,culvert,I,,,1Ø0.9,578601,1553372,,2,12.3
Atsbi_Edagahamus,Atsbi-Edagahamus,24.9,culvert,I,,,1Ø0.9,578527,1553234,,2,7.599999999999998
Atsbi_Edagahamus,Atsbi-Edagahamus,25.0,culvert,I,,,1Ø0.9,578426,1553253,,2,7.699999999999999
Atsbi_Edagahamus,Atsbi-Edagahamus,26.7,culvert,I,,,1Ø1.20,577321,1554153,,2,9.399999999999999
Atsbi_Edagahamus,Atsbi-Edagahamus,26.9,culvert,I,,,1Ø0.9,577227,1554316,,2,9.599999999999998
Atsbi_Edagahamus,Atsbi-Edagahamus,27.4,culvert,I,,,1Ø1.10,576821,1554700,,2,10.099999999999998
Atsbi_Edagahamus,Atsbi-Edagahamus,28.7,culvert,I,,,1Ø1.10,575780,1555321,,2,11.399999999999999
Atsbi_Edagahamus,Atsbi-Edagahamus,29.2,culvert,I,,,1Ø0.9,575664,1555384,,2,11.899999999999999
Atsbi_Edagahamus,Atsbi-Edagahamus,30.2,culvert,I,,,1Ø0.9,575779,1556227,,2,12.899999999999999
Atsbi_Edagahamus,Atsbi-Edagahamus,31.0,culvert,I,,,1Ø1.10,575790,1556493,,2,13.7
Atsbi_Edagahamus,Atsbi-Edagahamus,31.4,culvert,I,,,1Ø1.10,575578,1556532,,2,14.099999999999998
Atsbi_Edagahamus,Atsbi-Edagahamus,31.9,culvert,I,,,1Ø0.9,575341,1556903,,2,14.599999999999998
Atsbi_Edagahamus,Atsbi-Edagahamus,32.5,bridge,A,7.7,,,575248,1557199,1.0,2,15.2
Atsbi_Edagahamus,Atsbi-Edagahamus,33.0,culvert,I,,,1Ø0.9,575051,1557539,,2,15.7
Atsbi_Edagahamus,Atsbi-Edagahamus,34.5,culvert,I,,,1Ø1.20,574314,1558775,,2,17.2
Atsbi_Edagahamus,Atsbi-Edagahamus,34.9,culvert,I,,,1Ø1.10,574138,1559048,,3,0.29999999999999716
Atsbi_Edagahamus,Atsbi-Edagahamus,36.2,culvert,I,,,1Ø0.9,573338,1559756,,3,1.6000000000000014
Atsbi_Edagahamus,Atsbi-Edagahamus,37.1,culvert,I,,,1Ø1.0,572989,1559374,,3,2.5
Atsbi_Edagahamus,Atsbi-Edagahamus,38.6,culvert,I,,,1Ø1.0,571802,1559555,,3,4.0
Atsbi_Edagahamus,Atsbi-Edagahamus,39.4,culvert,I,,,1Ø1.0,571094,1559769,,3,4.799999999999997
Atsbi_Edagahamus,Atsbi-Edagahamus,40.2,culvert,I,,,1Ø1.0,570330,1560139,,3,5.600000000000001
Atsbi_Edagahamus,Atsbi-Edagahamus,41.4,culvert,I,,,1Ø1.0,569302,1560655,,3,6.799999999999997
Atsbi_Edagahamus,Atsbi-Edagahamus,43.7,culvert,I,,,1Ø1.0,568059,1562234,,3,9.100000000000001
Atsbi_Edagahamus,Atsbi-Edagahamus,45.1,culvert,I,,,1Ø1.0,567268,1563343,,3,10.5
Atsbi_Edagahamus,Atsbi-Edagahamus,46.1,culvert,I,,,1Ø1.0,566461,1563925,,3,11.5
Atsbi_Edagahamus,Atsbi-Edagahamus,46.7,culvert,I,,,1Ø1.0,566569,1564367,,3,12.100000000000001
Atsbi_Edagahamus,Atsbi-Edagahamus,47.4,other,M,,,,566635,1565005,,3,12.799999999999997
Atsbi_Edagahamus,Atsbi-Edagahamus,47.7,culvert,I,,,2Ø1.25,566572,1565289,,3,13.100000000000001
Atsbi_Edagahamus,Atsbi-Edagahamus,48.0,culvert,I,,,1Ø0.9,566579,1565641,,3,13.399999999999999
Atsbi_Edagahamus,Atsbi-Edagahamus,48.7,culvert,I,,,1Ø0.9,566352,1566194,,3,14.100000000000001
Atsbi_Edagahamus,Atsbi-Edagahamus,49.6,culvert,I,,,1Ø1.0,565622,1566783,,3,15.0
Atsbi_Edagahamus,Atsbi-Edagahamus,49.8,culvert,I,,,1Ø1.0,565507,1566891,,3,15.199999999999996
Atsbi_Edagahamus,Atsbi-Edagahamus,50.6,culvert,I,,,1Ø0.9,564711,1566999,,3,16.0
Atsbi_Edagahamus,Atsbi-Edagahamus,51.1,culvert,I,,,1Ø0.9,564269,1566917,,3,16.5
Atsbi_Edagahamus,Atsbi-Edagahamus,51.7,culvert,I,,,1Ø1.0,563720,1567020,,3,17.1
Atsbi_Edagahamus,Atsbi-Edagahamus,53.1,culvert,I,,,2Ø1.10,562511,1567622,,3,18.5
Edagahamus_Sewne,Edagahamus-Sewne,0.2,culvert,I,,,1Ø0.9,561613,1568315,,1,0.2
Edagahamus_Sewne,Edagahamus-Sewne,14.6,quarry_site,Quarry Site,,,,571385,1574287,,2,5.51
Edagahamus_Sewne,Edagahamus-Sewne,0.45,other,M,,,,561878,1568403,,1,0.45
Edagahamus_Sewne,Edagahamus-Sewne,1.4,culvert,I,,,1Ø0.8,562760,1568617,,1,1.4
Edagahamus_Sewne,Edagahamus-Sewne,27.0,quarry_site,Quarry Site,,,,577304,1579803,,3,8.82
Edagahamus_Sewne,Edagahamus-Sewne,1.6,culvert,I,,,1Ø0.8,562907,1568717,,1,1.6
Edagahamus_Sewne,Edagahamus-Sewne,2.0,culvert,I,,,1Ø0.8,563322,1568912,,1,2.0
Edagahamus_Sewne,Edagahamus-Sewne,2.5,culvert,I,,,1Ø0.8,563603,1569239,,1,2.5
Edagahamus_Sewne,Edagahamus-Sewne,3.0,culvert,I,,,1Ø0.8,563865,1569714,,1,3.0
Edagahamus_Sewne,Edagahamus-Sewne,3.5,culvert,I,,,1Ø1.20,564064,1570203,,1,3.5
Edagahamus_Sewne,Edagahamus-Sewne,3.7,culvert,I,,,1Ø0.8,564148,1570342,,1,3.7
Edagahamus_Sewne,Edagahamus-Sewne,4.1,culvert,I,,,1Ø1.2,564535,1570729,,1,4.1
Edagahamus_Sewne,Edagahamus-Sewne,4.6,culvert,I,,,1Ø1.2,564705,1571001,,1,4.6
Edagahamus_Sewne,Edagahamus-Sewne,4.8,culvert,I,,,4Ø0.9,564793,1571122,,1,4.8
Edagahamus_Sewne,Edagahamus-Sewne,5.5,culvert,I,,,1Ø0.8,565489,1571164,,1,5.5
Edagahamus_Sewne,Edagahamus-Sewne,6.0,culvert,I,,,1Ø0.8,565937,1571209,,1,6.0
Edagahamus_Sewne,Edagahamus-Sewne,6.05,culvert,I,,,1Ø0.8,566031,1571211,,1,6.05
Edagahamus_Sewne,Edagahamus-Sewne,6.9,culvert,I,,,1Ø1.0,566831,1570930,,1,6.9
Edagahamus_Sewne,Edagahamus-Sewne,7.3,culvert,I,,,1Ø1.0,567177,1570688,,1,7.3
Edagahamus_Sewne,Edagahamus-Sewne,9.2,culvert,I,,,1Ø1.0,568823,1570273,,2,0.10999999999999943
Edagahamus_Sewne,Edagahamus-Sewne,9.4,culvert,I,,,1Ø0.8,569106,1570254,,2,0.3100000000000005
Edagahamus_Sewne,Edagahamus-Sewne,9.7,culvert,I,,,1Ø0.8,569312,1570278,,2,0.6099999999999994
Edagahamus_Sewne,Edagahamus-Sewne,9.8,culvert,I,,,1Ø0.8,569356,1570354,,2,0.7100000000000009
Edagahamus_Sewne,Edagahamus-Sewne,10.6,culvert,I,,,1Ø0.8,569849,1571095,,2,1.5099999999999998
Edagahamus_Sewne,Edagahamus-Sewne,10.8,culvert,I,,,1Ø0.8,569918,1571228,,2,1.7100000000000009
Edagahamus_Sewne,Edagahamus-Sewne,11.2,culvert,I,,,1Ø0.8,570126,1571614,,2,2.1099999999999994
Edagahamus_Sewne,Edagahamus-Sewne,11.6,culvert,I,,,1Ø0.8,570213,1571952,,2,2.51
Edagahamus_Sewne,Edagahamus-Sewne,12.0,culvert,I,,,2Ø1.2,570186,1572304,,2,2.91
Edagahamus_Sewne,Edagahamus-Sewne,12.1,culvert,I,,,2Ø1.2,570162,1572395,,2,3.01
Edagahamus_Sewne,Edagahamus-Sewne,12.4,culvert,I,,,1Ø0.8,570252,1572615,,2,3.3100000000000005
Edagahamus_Sewne,Edagahamus-Sewne,12.7,culvert,I,,,1Ø0.8,570309,1572887,,2,3.6099999999999994
Edagahamus_Sewne,Edagahamus-Sewne,13.0,culvert,I,,,2Ø1.2,570353,1573204,,2,3.91
Edagahamus_Sewne,Edagahamus-Sewne,13.6,culvert,I,,,2Ø1.2,570504,1573739,,2,4.51
Edagahamus_Sewne,Edagahamus-Sewne,14.0,culvert,I,,,2Ø1.2,570766,1574071,,2,4.91
Edagahamus_Sewne,Edagahamus-Sewne,14.7,culvert,I,,,1Ø1.20,571183,1574384,,2,5.609999999999999
Edagahamus_Sewne,Edagahamus-Sewne,14.8,culvert,I,,,1Ø0.8,571471,1574248,,2,5.710000000000001
Edagahamus_Sewne,Edagahamus-Sewne,15.2,culvert,I,,,1Ø0.8,571619,1574265,,2,6.109999999999999
Edagahamus_Sewne,Edagahamus-Sewne,15.3,culvert,I,,,1Ø0.8,571642,1574331,,2,6.210000000000001
Edagahamus_Sewne,Edagahamus-Sewne,15.5,culvert,I,,,1Ø0.8,571832,1574495,,2,6.41
Edagahamus_Sewne,Edagahamus-Sewne,15.6,culvert,I,,,1Ø0.8,571882,1574534,,2,6.51
Edagahamus_Sewne,Edagahamus-Sewne,16.1,culvert,F,4.9,3.0,,572014,1574846,,2,7.010000000000002
Edagahamus_Sewne,Edagahamus-Sewne,16.3,culvert,I,,,1Ø1.0,572209,1574869,,2,7.210000000000001
Edagahamus_Sewne,Edagahamus-Sewne,16.4,culvert,I,,,1Ø1.0,572311,1574851,,2,7.309999999999999
Edagahamus_Sewne,Edagahamus-Sewne,16.5,culvert,I,,,1Ø1.0,572452,1574752,,2,7.41
Edagahamus_Sewne,Edagahamus-Sewne,16.8,culvert,I,,,1Ø1.0,572588,1574635,,2,7.710000000000001
Edagahamus_Sewne,Edagahamus-Sewne,17.1,culvert,I,,,2Ø1.0,572915,1574681,,2,8.010000000000002
Edagahamus_Sewne,Edagahamus-Sewne,17.4,culvert,I,,,1Ø1.0,573279,1574753,,2,8.309999999999999
Edagahamus_Sewne,Edagahamus-Sewne,17.7,culvert,I,,,1Ø1.0,573467,1574734,,2,8.61
Edagahamus_Sewne,Edagahamus-Sewne,17.8,culvert,I,,,1Ø0.8,573635,1574649,,2,8.71
Edagahamus_Sewne,Edagahamus-Sewne,17.9,culvert,I,,,1Ø0.8,573721,1574631,,2,8.809999999999999
Edagahamus_Sewne,Edagahamus-Sewne,18.4,culvert,I,,,1Ø0.8,573974,1574820,,3,0.21999999999999886
Edagahamus_Sewne,Edagahamus-Sewne,20.0,culvert,I,,,1Ø0.8,574239,1575852,,3,1.8200000000000003
Edagahamus_Sewne,Edagahamus-Sewne,20.3,culvert,I,,,1Ø0.8,574295,1576008,,3,2.120000000000001
Edagahamus_Sewne,Edagahamus-Sewne,21.2,culvert,I,,,1Ø0.8,574340,1576381,,3,3.0199999999999996
Edagahamus_Sewne,Edagahamus-Sewne,21.3,culvert,I,,,1Ø0.8,574397,1576473,,3,3.120000000000001
Edagahamus_Sewne,Edagahamus-Sewne,21.4,culvert,I,,,1Ø0.8,574543,1576578,,3,3.219999999999999
Edagahamus_Sewne,Edagahamus-Sewne,22.2,culvert,I,,,1Ø0.8,574602,1576954,,3,4.02
Edagahamus_Sewne,Edagahamus-Sewne,22.3,culvert,I,,,1Ø0.8,574545,1577037,,3,4.120000000000001
Edagahamus_Sewne,Edagahamus-Sewne,22.4,culvert,I,,,1Ø0.8,574489,1577124,,3,4.219999999999999
Edagahamus_Sewne,Edagahamus-Sewne,22.7,culvert,I,,,2Ø1.2,574498,1577294,,3,4.52
Edagahamus_Sewne,Edagahamus-Sewne,22.8,culvert,I,,,1Ø0.8,574613,1577308,,3,4.620000000000001
Edagahamus_Sewne,Edagahamus-Sewne,23.1,culvert,I,,,1Ø0.8,574777,1577239,,3,4.920000000000002
Edagahamus_Sewne,Edagahamus-Sewne,23.2,culvert,I,,,1Ø0.8,574961,1577336,,3,5.02
Edagahamus_Sewne,Edagahamus-Sewne,23.8,culvert,I,,,1Ø0.8,575113,1577525,,3,5.620000000000001
Edagahamus_Sewne,Edagahamus-Sewne,23.9,culvert,I,,,1Ø0.8,575188,1577615,,3,5.719999999999999
Edagahamus_Sewne,Edagahamus-Sewne,24.1,culvert,I,,,1Ø0.8,575335,1577733,,3,5.920000000000002
Edagahamus_Sewne,Edagahamus-Sewne,24.2,bridge,A,10.7,,,575393,1577812,1.0,3,6.02
Edagahamus_Sewne,Edagahamus-Sewne,24.3,culvert,I,,,2Ø1.0,575513,1577822,,3,6.120000000000001
Edagahamus_Sewne,Edagahamus-Sewne,24.5,culvert,I,,,1Ø0.8,575542,1577940,,3,6.32
Edagahamus_Sewne,Edagahamus-Sewne,24.5,culvert,I,,,1Ø0.8,575606,1578034,,3,6.32
Edagahamus_Sewne,Edagahamus-Sewne,24.8,culvert,I,,,1Ø0.8,575688,1578255,,3,6.620000000000001
Edagahamus_Sewne,Edagahamus-Sewne,25.0,culvert,I,,,1Ø0.8,575812,1578479,,3,6.82
Edagahamus_Sewne,Edagahamus-Sewne,25.5,culvert,I,,,1Ø0.8,575879,1578866,,3,7.32
Edagahamus_Sewne,Edagahamus-Sewne,25.6,culvert,I,,,1Ø0.8,575940,1578966,,3,7.420000000000002
Edagahamus_Sewne,Edagahamus-Sewne,25.7,culvert,I,,,1Ø0.8,576017,1579083,,3,7.52
Edagahamus_Sewne,Edagahamus-Sewne,26.2,culvert,I,,,1Ø0.8,576072,1579212,,3,8.02
Edagahamus_Sewne,Edagahamus-Sewne,26.5,culvert,I,,,1Ø1.2,576259,1579351,,3,8.32
Edagahamus_Sewne,Edagahamus-Sewne,26.5,culvert,I,,,1Ø0.8,576543,1579438,,3,8.32
Edagahamus_Sewne,Edagahamus-Sewne,26.6,culvert,I,,,1Ø0.8,576628,1579526,,3,8.420000000000002
Edagahamus_Sewne,Edagahamus-Sewne,26.8,culvert,I,,,1Ø0.8,576779,1579643,,3,8.620000000000001
Edagahamus_Sewne,Edagahamus-Sewne,27.5,culvert,I,,,1Ø0.8,577372,1579734,,3,9.32
Mugulat_Azeba,Mugulat-Azeba,0.38,culvert,I,,,1Ø1.0,540934,1572905,,1,0.38
Mugulat_Azeba,Mugulat-Azeba,0.47,culvert,I,,,1Ø1.0,540927,1572822,,1,0.47
Mugulat_Azeba,Mugulat-Azeba,1.3,culvert,I,,,1Ø1.0,540444,1572641,,1,1.3
Mugulat_Azeba,Mugulat-Azeba,1.4,other,K,,,,540353,1572577,,1,1.4
Mugulat_Azeba,Mugulat-Azeba,1.9,culvert,I,,,1Ø1.0,540112,1572181,,1,1.9
Mugulat_Azeba,Mugulat-Azeba,2.5,culvert,I,,,1Ø1.0,540040,1571698,,1,2.5
Mugulat_Azeba,Mugulat-Azeba,2.6,culvert,I,,,1Ø1.20,539931,1571639,,1,2.6
Mugulat_Azeba,Mugulat-Azeba,3.0,culvert,I,,,1Ø0.8,540043,1571253,,1,3.0
Mugulat_Azeba,Mugulat-Azeba,3.2,culvert,I,,,1Ø0.9,540147,1571059,,1,3.2
Mugulat_Azeba,Mugulat-Azeba,3.5,culvert,I,,,1Ø0.9,539909,1570931,,1,3.5
Mugulat_Azeba,Mugulat-Azeba,3.8,culvert,I,,,1Ø0.9,539680,1570852,,1,3.8
Mugulat_Azeba,Mugulat-Azeba,4.0,other,L,,,,539595,1570645,,1,4.0
Mugulat_Azeba,Mugulat-Azeba,4.8,other,L,,,,539680,1570852,,1,4.8
Mugulat_Azeba,Mugulat-Azeba,4.9,culvert,I,,,2Ø1.0,540217,1570192,,1,4.9
Mugulat_Azeba,Mugulat-Azeba,5.3,culvert,I,,,1Ø1.0,540601,1570072,,1,5.3
Mugulat_Azeba,Mugulat-Azeba,5.7,culvert,I,,,1Ø0.8,540839,1569943,,1,5.7
Mugulat_Azeba,Mugulat-Azeba,5.8,culvert,I,,,1Ø0.8,540697,1569795,,1,5.8
Mugulat_Azeba,Mugulat-Azeba,5.9,culvert,I,,,1Ø0.8,540672,1569778,,1,5.9
Mugulat_Azeba,Mugulat-Azeba,6.0,culvert,I,,,1Ø1.0,540755,1569722,,1,6.0
Mugulat_Azeba,Mugulat-Azeba,6.2,culvert,I,,,1Ø1.20,540943,1569710,,1,6.2
Mugulat_Azeba,Mugulat-Azeba,6.4,culvert,I,,,1Ø1.20,541111,1569747,,1,6.4
Mugulat_Azeba,Mugulat-Azeba,6.7,culvert,I,,,1Ø1.20,541165,1569732,,1,6.7
Mugulat_Azeba,Mugulat-Azeba,7.0,culvert,I,,,2Ø1.20,541195,1569623,,2,0.20000000000000018
Mugulat_Azeba,Mugulat-Azeba,7.2,culvert,I,,,1Ø0.9,541366,1569627,,2,0.40000000000000036
Mugulat_Azeba,Mugulat-Azeba,7.9,bridge,A,10.7,,,541716,1569396,1.0,2,1.1000000000000005
Mugulat_Azeba,Mugulat-Azeba,8.2,culvert,I,,,1Ø1.0,541840,1569221,,2,1.3999999999999995
Mugulat_Azeba,Mugulat-Azeba,8.3,culvert,I,,,1Ø0.8,541917,1569144,,2,1.5000000000000009
Mugulat_Azeba,Mugulat-Azeba,8.6,culvert,F,4.7,,,541784,1568831,,2,1.7999999999999998
Mugulat_Azeba,Mugulat-Azeba,8.9,culvert,I,,,1Ø0.9,541911,1568664,,2,2.1000000000000005
Mugulat_Azeba,Mugulat-Azeba,9.0,culvert,I,,,1Ø0.9,541963,1568600,,2,2.2
Mugulat_Azeba,Mugulat-Azeba,9.1,culvert,I,,,2Ø1.2,541931,1568455,,2,2.3
Mugulat_Azeba,Mugulat-Azeba,9.3,culvert,I,,,1Ø0.9,541925,1568450,,2,2.500000000000001
Mugulat_Azeba,Mugulat-Azeba,9.9,culvert,I,,,2Ø1.0,542105,1567766,,2,3.1000000000000005
Mugulat_Azeba,Mugulat-Azeba,10.9,culvert,I,,,1Ø0.8,542527,1566891,,2,4.1000000000000005
Mugulat_Azeba,Mugulat-Azeba,11.6,culvert,I,,,1Ø0.9,542791,1566625,,2,4.8
Mugulat_Azeba,Mugulat-Azeba,12.0,other,L,,,,542726,1566401,,2,5.2
Mugulat_Azeba,Mugulat-Azeba,12.3,culvert,I,,,1Ø0.9,542576,1566378,,2,5.500000000000001
Mugulat_Azeba,Mugulat-Azeba,12.7,culvert,I,,,1Ø1.20,542438,1566455,,2,5.8999999999999995
Mugulat_Azeba,Mugulat-Azeba,15.0,culvert,I,,,1Ø1.0,541045,1565909,,3,1.4000000000000004
Mugulat_Azeba,Mugulat-Azeba,15.6,culvert,I,,,1Ø0.9,540721,1565561,,3,2.0
Mugulat_Azeba,Mugulat-Azeba,16.0,culvert,I,,,1Ø1.0,540468,1565183,,3,2.4000000000000004
Mugulat_Azeba,Mugulat-Azeba,16.3,culvert,I,,,1Ø1.0,540474,1565181,,3,2.700000000000001
Mugulat_Azeba,Mugulat-Azeba,16.7,bridge,A,21.0,,,540213,1565347,1.0,3,3.0999999999999996
Mugulat_Azeba,Mugulat-Azeba,17.3,culvert,I,,,1Ø1.0,540055,1565174,,3,3.700000000000001
Mugulat_Azeba,Mugulat-Azeba,17.5,culvert,I,,,1Ø1.0,539846,1565099,,3,3.9000000000000004
Mugulat_Azeba,Mugulat-Azeba,17.9,culvert,F,4.7,,,539656,1565434,,3,4.299999999999999
Mugulat_Azeba,Mugulat-Azeba,18.2,bridge,A,5.7,,,539287,1565394,1.0,3,4.6
Mugulat_Azeba,Mugulat-Azeba,19.0,other,M,,,,538667,1565235,,3,5.4
Mugulat_Azeba,Mugulat-Azeba,19.3,other,M,,,,538385,1565146,,3,5.700000000000001
Mugulat_Azeba,Mugulat-Azeba,19.6,other,M,,,,538179,1564888,,3,6.000000000000002
Mugulat_Azeba,Mugulat-Azeba,20.5,bridge,A,6.7,,,537337,1565120,1.0,3,6.9
